#,NAME,PX,ELONG,ELAT,PMELONG,PMELAT,Gl,Gb,ZZ,XX,YY,ASSOC,DISC.,PSR,NGLT,AGE,
,,(mas),(deg),(deg),(mas/yr),(mas/yr),(deg),(deg),(kpc),(kpc),(kpc),,DATE,TYPE,,(Yr),
1640,J1759-1940,*,269.988,3.765,*,*,9.634,1.901,0.27,1.34,0.63,*,2002,*,*,4.32E+07,
1641,J1759-1956,*,269.904,3.504,*,*,9.366,1.845,0.15,0.75,3.94,*,2002,*,*,2.43E+06,
1642,B1756-22,*,269.862,1.347,-22,*,7.472,0.81,0.05,0.42,5.27,*,1978,*,*,6.72E+05,
1643,J1759-2302,*,269.959,0.404,*,*,6.702,0.257,0.03,0.67,2.76,*,2002,*,*,1.20E+06,
1644,J1759-2307,*,269.889,0.318,*,*,6.593,0.275,0.03,0.61,3.19,*,2002,*,*,2.35E+06,
1645,J1759-24,*,269.863,-0.594,*,*,5.789,-0.156,-0.01,0.49,3.65,*,2015,*,*,*,
1646,J1759-2549,*,269.907,-2.379,*,*,4.261,-1.082,-0.09,0.37,3.59,*,2002,*,*,1.52E+05,
1647,J1759-2922,*,269.957,-5.929,*,*,1.202,-2.887,-0.12,0.05,6.08,*,1998,*,*,1.97E+06,
1648,J1759-3107,*,269.863,-7.683,*,*,359.629,-3.673,-0.2,-0.02,5.41,*,2004,*,*,4.54E+06,
1649,J1800-0125,*,270.099,22.014,*,*,25.749,10.678,0.27,0.63,7.19,*,2006,*,*,1.08E+06,
1650,J1800-2114,*,270.048,2.201,*,*,8.306,1.073,0.3,2.33,-7.44,*,2004,*,*,5.18E+07,
1651,B1757-23,*,270,-0.277,*,*,6.132,-0.118,-0.01,0.38,4.96,*,1983,*,*,*,
1652,J1800+5034,*,270.426,74.012,*,*,78.13,28.44,0.92,1.67,8.15,*,2014,*,*,7.83E+07,
1653,B1758-03,*,270.364,19.474,*,*,23.596,9.257,0.92,2.27,3.31,*,1985,*,1,4.41E+06,
1654,J1801-0857A,*,270.47,14.48,*,*,19.225,6.762,0.85,2.35,1.75,GC:NGC6517,2011,*,*,*,
1655,J1801-0857B,*,270.47,14.479,*,*,19.225,6.762,0.85,2.35,1.75,GC:NGC6517,2011,*,*,2.09E+08,
1656,J1801-0857C,*,270.471,14.479,*,*,19.225,6.762,0.85,2.35,1.75,GC:NGC6517,2011,*,*,*,
1657,J1801-0857D,*,270.49,14.482,*,*,19.237,6.746,0.85,2.36,1.75,GC:NGC6517,2011,*,*,9.71E+09,
1658,J1801-1417,*,270.454,9.146,*,*,14.546,4.162,0.08,0.28,7.44,*,2004,*,*,1.08E+10,
1659,J1801-1855,*,270.325,4.509,*,*,10.447,1.978,0.69,3.64,-11.23,*,2002,*,*,2.22E+08,
1660,J1801-1909,*,270.421,4.279,*,*,10.295,1.781,0.15,0.88,3.68,*,2002,*,*,2.50E+07,
1661,J1801-2115,*,270.359,2.184,*,*,8.446,0.794,0.21,2.18,-6.21,*,2004,*,*,4.46E+08,
1662,J1801-2154,*,270.264,1.53,*,*,7.831,0.552,0.04,0.56,4.41,*,2004,*,*,3.72E+05,
1663,B1758-23,*,270.306,0.36,*,*,6.837,-0.066,0,0.48,4.53,SNR:W28(?)[fkv93],1985,*,9,5.83E+04,
1664,B1757-24,*,270.227,-1.419,*,*,5.254,-0.882,-0.06,0.35,4.72,SNR:G5.4-1.2[fk91]&XRS:PWN[kggl01],1985,*,5,1.55E+04,
1665,B1758-29,*,270.39,-5.905,*,*,1.436,-3.249,-0.17,0.08,5.5,*,1992,*,*,5.21E+06,
1666,J1801-3210,*,270.306,-8.743,*,*,358.922,-4.577,-0.49,-0.11,2.41,*,2010,*,*,*,
1667,J1801-3458,*,270.393,-11.538,*,*,356.517,-6.023,-0.62,-0.36,2.62,*,2006,*,*,5.52E+07,
1668,J1802+0128,*,270.677,24.911,*,*,28.612,11.562,1.54,3.6,1.89,*,2001,*,*,4.16E+06,
1669,J1802+03,*,270.766,27.071,*,*,30.608,12.488,1.1,2.54,4.21,*,2013,*,*,*,
1670,J1802-0523,*,270.577,18.047,*,*,22.425,8.398,0.59,1.54,4.78,*,2012,*,*,1.01E+07,
1671,J1802-1745,*,270.538,5.684,*,*,11.573,2.377,0.27,1.32,2.04,*,2002,*,*,1.45E+07,
1672,J1802-2124,1.24,270.487,2.037,*,*,8.382,0.611,0.01,0.11,7.75,*,2004,*,*,2.76E+09,
1673,J1802-2426,*,270.467,-1.007,*,*,5.731,-0.886,-0.2,1.29,-4.31,*,2002,*,*,1.05E+06,
1674,J1802-3346,*,270.617,-10.341,*,*,357.675,-5.629,-1.34,-0.55,-5.09,*,2010,*,*,2.95E+07,
1675,J1803-1616,*,270.865,7.162,*,*,13.02,2.827,0.94,4.28,-10.02,*,2004,*,*,4.80E+06,
1676,J1803-1857,*,270.945,4.481,*,*,10.73,1.428,0.27,2.01,-2.09,*,2002,*,*,2.99E+06,
1677,J1803-1920,*,270.825,4.092,*,*,10.334,1.338,0.29,2.25,-3.82,*,2004,*,*,2.13E+07,
1678,B1800-21,*,270.897,1.818,*,*,8.395,0.146,0.01,0.64,4.15,SNR:G8.7-0.1(?)[kw90]&GRS:J1804-216(?)[a,1986,HE,5,1.58E+04,
1679,J1803-2149,*,270.734,1.617,*,*,8.14,0.187,0,0,8.5,GRS:2FGL_J1803.3-2148[naa+12],2012,NRAD,*,8.63E+04,
1680,B1800-27,*,270.786,-3.765,*,*,3.494,-2.532,-0.15,0.21,5.04,*,1992,*,*,3.10E+08,
1681,J1803-3002A,*,270.777,-6.597,*,*,1.025,-3.926,-0.53,0.14,0.72,GC:NGC6522,2001,*,*,*,
1682,J1803-3002B,*,270.777,-6.597,*,*,1.025,-3.926,-0.53,0.14,0.72,GC:NGC6522,2008,*,*,*,
1683,J1803-3002C,*,270.777,-6.597,*,*,1.025,-3.926,-0.53,0.14,0.72,GC:NGC6522,2008,*,*,*,
1684,J1803-3329,*,270.792,-10.05,*,*,358.015,-5.637,-0.77,-0.27,0.73,*,2010,*,*,2.98E+07,
1685,B1802-07,*,271.245,15.844,-5,*,20.792,6.773,0.92,2.75,1.26,GC:NGC6539,1993,*,*,7.84E+08,
1686,J1804-2228,*,271.033,0.964,*,*,7.722,-0.397,-0.03,0.54,4.49,*,2002,*,*,6.31E+07,
1687,J1804-2717,*,270.969,-3.856,*,*,3.505,-2.736,-0.04,0.05,7.7,*,1996,*,*,3.62E+09,
1688,J1804-28,*,271.062,-4.682,*,*,2.833,-3.225,-0.27,0.24,3.72,*,2013,*,*,*,
1689,J1804-2858,*,270.949,-5.54,*,*,2.03,-3.551,-0.52,0.3,0.15,*,2019,*,*,*,
1690,B1802+03,*,271.442,26.541,-12,*,30.413,11.708,1.07,2.61,4.06,*,1985,*,*,3.47E+06,
1691,J1805+06,*,271.692,29.664,*,*,33.355,12.949,0.87,2.08,5.34,GRS:3FGL_J1805.9+0614[cck+16],2016,HE,*,*,
1692,J1805-0619,*,271.436,17.103,*,*,21.99,7.225,0.67,1.98,3.59,*,2001,*,*,7.43E+06,
1693,J1805-1504,*,271.245,8.357,*,*,14.246,3.093,0.29,1.33,3.26,*,2006,*,*,6.84E+07,
1694,J1805-2032,*,271.317,2.885,*,*,9.53,0.313,0.04,1.11,1.9,*,2002,*,*,7.66E+05,
1695,J1805-2037,*,271.281,2.812,*,*,9.449,0.307,0.03,0.82,3.59,*,2002,*,*,3.23E+06,
1696,J1805-2447,*,271.233,-1.358,*,*,5.807,-1.725,-0.14,0.46,3.95,*,2004,*,*,1.80E+09,
1697,J1805-2948,*,271.246,-6.367,*,*,1.456,-4.217,-0.34,0.12,3.92,*,2012,*,*,1.43E+07,
1698,J1806+1023,*,272.033,33.816,*,*,37.305,14.56,0.74,1.73,6.23,*,2001,*,*,1.34E+08,
1699,B1804-12,*,271.526,11.523,*,*,17.142,4.417,0.23,0.88,5.64,*,1985,*,*,5.88E+06,
1700,J1806-1618,*,271.555,7.12,*,*,13.323,2.213,0.39,2.34,-1.38,*,2004,*,*,1.23E+07,
1701,J1806-1920,*,271.445,4.092,*,*,10.641,0.802,0.18,2.36,-4.07,*,2002,*,*,8.19E+08,
1702,J1806-2125,*,271.473,2.003,*,*,8.843,-0.261,-0.02,0.75,3.69,*,2002,*,1,6.29E+04,
1703,J1806+2819,*,272.281,51.744,*,*,54.645,21.667,0.49,1.01,7.78,*,2018,*,*,6.37E+09,
1704,J1807+04,*,272.085,27.509,*,*,31.56,11.65,0.48,1.23,6.51,*,2013,*,*,*,
1705,J1807+0756,*,272.278,31.369,*,*,35.149,13.276,1.82,4.45,2.18,*,1996,*,*,5.69E+07,
1706,B1804-08,*,271.949,14.631,*,*,20.061,5.587,0.15,0.51,7.1,*,1978,*,*,9.01E+07,
1707,J1807-2459A,*,271.664,-1.569,*,*,5.837,-2.203,-0.11,0.28,5.73,GC:NGC6544,2001,*,*,*,
1708,J1807-2459B,*,271.665,-1.572,*,*,5.836,-2.206,-0.11,0.28,5.73,GC:NGC6544,2003,*,*,8.06E+08,
1709,J1807-2557,*,271.626,-2.526,*,*,4.987,-2.646,-0.86,1.61,-9.97,*,2010,RRAT,*,8.77E+06,
1710,B1804-27,*,271.591,-3.821,*,*,3.843,-3.257,-0.87,1.03,-6.8,*,1978,*,*,1.08E+06,
1711,J1808+00,*,272.276,23.99,*,*,28.48,9.844,3.07,8.43,-7.04,*,1996,*,*,*,
1712,J1808-0813,*,272.092,15.207,*,*,20.634,5.75,0.4,1.39,4.8,*,1996,*,*,1.12E+07,
1713,J1808-1020,*,272.212,13.076,*,*,18.828,4.6,0.65,2.6,0.88,*,2006,*,*,1.22E+07,
1714,J1808-1517,*,272.107,8.129,*,*,14.472,2.239,0.17,1.08,4.33,*,2013,*,*,3.23E+06,
1715,J1808-1726,*,272.088,5.983,*,*,12.599,1.188,0.29,3.09,-5.32,*,2006,*,*,3.29E+08,
1716,J1808-2024,*,272.031,3.013,*,*,9.996,-0.242,-0.05,2.26,-4.3,SNR:G10.0-0.3(?)&SGR_1806-20,1998,AXP&NRAD,*,2.18E+02,
1717,B1805-20,*,271.894,2.457,*,*,9.446,-0.4,-0.03,0.75,3.98,*,1986,*,*,8.52E+05,
1718,J1808-2701,*,271.834,-3.596,*,*,4.16,-3.357,-0.16,0.2,5.8,*,2006,*,*,5.92E+05,
1719,J1808-3249,*,271.719,-9.399,*,*,359.035,-6.115,-0.67,-0.11,2.26,*,2001,*,*,8.20E+05,
1720,J1809-0119,*,272.659,22.092,*,*,26.962,8.627,1.66,4.97,-1.26,*,2010,*,2,5.15E+06,
1721,J1809-0743,*,272.47,15.702,*,*,21.247,5.675,1.38,5.05,-4.48,*,2001,*,*,3.27E+07,
1722,J1809-1429,*,272.391,8.929,*,*,15.306,2.393,0.72,4.52,-8.03,*,2002,*,*,2.71E+06,
1723,J1809+17,*,272.86,40.483,*,*,43.842,16.864,0.91,2.09,6.33,*,2019,*,*,*,
1724,J1809-1850,*,272.283,4.572,*,*,11.473,0.316,0.03,0.93,3.92,*,2004,*,*,1.68E+06,
1725,J1809-1917,*,272.299,4.126,*,*,11.094,0.08,0,0.63,5.29,XRS:PWN[kp07],2002,*,1,5.13E+04,
1726,J1809-1943,*,272.323,3.688,*,*,10.727,-0.158,-0.01,0.67,4.96,XRS:XTE_J1810-197,2004,AXP&HE,*,3.10E+04,
1727,J1809-2004,*,272.179,3.352,*,*,10.363,-0.202,-0.02,0.94,3.36,*,2002,*,1,9.46E+05,
1728,B1806-21,*,272.156,2.271,-5,*,9.415,-0.72,-0.05,0.67,4.44,*,1987,*,*,2.91E+06,
1729,J1809-2332,*,272.255,-0.12,*,*,7.39,-1.995,-0.03,0.11,7.63,GRS:2FGL_J1809.8-2332[naa+12]&PWN:[brrk0,2009,NRAD,*,6.76E+04,
1730,J1809-3547,*,271.962,-12.365,*,*,356.541,-7.766,-3.05,-1.35,-13.81,*,1998,*,*,1.14E+08,
1731,J1810+07,*,273.08,30.461,*,*,34.645,12.248,1.16,3.03,4.12,*,2019,*,*,*,
1732,J1810-1441,*,272.688,8.721,*,*,15.272,2.035,0.24,1.78,1.98,*,2004,*,*,1.44E+08,
1733,J1810+1744,*,273.359,41.152,*,*,44.642,16.806,0.68,1.59,6.89,OPT:[bvr+13]&GRS:3FGL_J1810.5+1743,2011,HE,*,*,
1734,J1810-1820,*,272.603,5.07,*,*,12.064,0.289,0.02,0.89,4.35,*,2002,*,*,4.66E+07,
1735,J1810-2005,*,272.583,3.329,*,*,10.545,-0.563,-0.03,0.64,5.05,*,2001,*,*,3.53E+09,
1736,B1806-53,*,271.842,-30.213,*,*,340.291,-15.901,-0.45,-0.54,7.01,*,1978,*,*,1.08E+07,
1737,J1811-0154,*,273.043,21.501,*,*,26.613,8.029,1.55,4.93,-1.34,*,2001,*,*,9.11E+06,
1738,J1811+0702,*,273.264,30.449,*,*,34.709,12.102,0.62,1.65,6.11,*,1995,*,*,2.72E+06,
1739,J1811-1049,*,272.839,12.594,*,*,18.712,3.83,0.58,2.78,0.31,*,2013,*,*,5.20E+07,
1740,J1811-1717,*,272.747,6.116,*,*,13.041,0.686,0.06,1.17,3.45,*,2015,*,*,5.17E+07,
1741,J1811-1736,*,272.854,5.799,*,*,12.821,0.435,0.03,0.98,4.18,*,2000,*,*,1.83E+09,
1742,J1811-1835,*,272.733,4.816,*,*,11.909,0.049,0,1.02,3.68,*,2002,*,*,1.40E+06,
1743,J1811-1925,*,272.715,3.988,*,*,11.181,-0.348,-0.03,0.97,3.59,SNR:G11.2-0.3,1997,NRAD,*,2.33E+04,
1744,J1811-2405,0.2,272.586,-0.675,*,*,7.073,-2.559,-0.08,0.23,6.69,GRS:[nbb+14],2010,*,*,3.15E+09,
1745,J1811-2439,*,272.71,-1.253,*,*,6.632,-2.954,-0.2,0.45,4.59,*,2006,*,*,2.22E+07,
1746,J1811-4930,*,272.07,-26.087,*,*,344.222,-14.267,-0.36,-0.38,7.15,*,2010,*,*,1.01E+07,
1747,B1810+02,*,273.577,25.848,*,*,30.709,9.692,1.21,3.62,2.4,*,1985,*,*,3.49E+06,
1748,B1809-173,*,272.909,6.101,*,*,13.109,0.538,0.03,0.83,4.92,*,1986,*,3,1.00E+06,
1749,B1809-176,*,272.938,5.848,*,*,12.904,0.387,0.03,1.01,4.09,*,1987,*,*,8.68E+06,
1750,J1812-1910,*,272.979,4.229,*,*,11.522,-0.456,-0.05,1.18,2.7,*,2004,*,*,1.81E+05,
1751,J1812-2102,*,272.884,2.365,*,*,9.859,-1.303,-0.33,2.47,-5.72,*,2002,*,*,8.11E+05,
1752,J1812-2526,*,272.832,-2.035,*,*,6.013,-3.448,-1.34,2.33,-13.58,*,2006,*,*,2.82E+07,
1753,J1812-2748,*,272.811,-4.392,*,*,3.949,-4.598,-0.24,0.2,5.58,*,2010,*,*,1.19E+07,
1754,J1812-3039,*,272.763,-7.247,*,*,1.431,-5.962,-0.54,0.13,3.3,*,2012,*,*,1.41E+07,
1755,J1813-1246,*,273.323,10.634,*,*,17.244,2.445,0.11,0.78,5.99,GRS:2FGL_J1813.4-1246[naa+12]&XRS:Swift_,2009,NRAD,1,4.34E+04,
1756,J1813-1749,*,273.249,5.568,*,*,12.816,-0.02,0,1.04,3.92,SNR:12.8-0.0&GRS:HESS_J1813-178,2009,NRAD,*,5.60E+03,
1757,J1813+1822,*,274.342,41.759,*,*,45.544,16.401,1.41,3.42,5.15,*,2004,*,*,2.54E+08,
1758,J1813-2113,*,273.187,2.185,*,*,9.853,-1.656,-0.43,2.56,-6.24,*,2002,*,*,3.25E+06,
1759,J1813-2242,*,273.11,0.701,*,*,8.529,-2.329,-0.51,1.85,-3.82,*,2004,*,*,1.09E+08,
1760,J1813-2621,*,273.067,-2.963,*,*,5.322,-4.112,-0.22,0.28,5.51,*,2004,*,*,5.63E+09,
1761,B1811+40,*,275.682,63.602,*,*,67.408,24.033,2,4.15,6.77,*,1978,*,*,5.79E+06,
1762,J1814-0521,*,273.779,18.032,*,*,23.905,5.73,0.42,1.69,4.7,*,2010,*,*,1.82E+07,
1763,J1814-0618,*,273.819,17.09,*,*,23.101,5.233,0.55,2.34,3.01,*,2006,*,*,7.47E+07,
1764,J1814+1130,*,274.395,34.895,*,*,39.205,13.306,0.96,2.55,5.37,*,2003,*,*,7.17E+06,
1765,J1814-1649,*,273.522,6.57,*,*,13.82,0.245,0.02,1.24,3.45,*,2002,*,*,2.40E+06,
1766,J1814-1744,*,273.521,5.648,*,*,13.021,-0.215,-0.02,1.14,3.59,*,2000,*,5,8.46E+04,
1767,J1814+22,*,274.84,45.761,*,*,49.493,17.779,1.97,4.68,4.5,*,2019,*,*,*,
1768,J1815-1738,*,273.65,5.757,*,*,13.179,-0.272,-0.02,1.11,3.74,*,2004,*,*,4.04E+04,
1769,J1815-1910,*,273.564,4.226,*,*,11.81,-0.963,-0.1,1.26,2.49,*,2002,*,*,5.46E+05,
1770,J1815+5546,*,281.254,79.065,*,*,84.316,27.133,11.4,22.14,6.3,*,2014,*,*,7.14E+07,
1771,J1816-0755,*,274.216,15.456,*,*,21.867,4.092,0.22,1.16,5.6,GRS:[sbc+19],2006,HE[sbc+19],*,5.32E+05,
1772,J1816-1446,*,274.031,8.607,*,*,15.836,0.828,0.15,2.76,-1.22,*,2004,*,*,7.10E+06,
1773,B1813-17,*,273.91,5.9,-9,*,13.433,-0.424,-0.03,1.03,4.17,*,1992,*,*,1.71E+06,
1774,B1813-26,*,273.707,-3.446,*,*,5.219,-4.906,-0.31,0.33,4.94,*,1969,*,*,1.41E+08,
1775,J1816+4510,*,278.001,68.5,*,*,72.83,24.735,1.82,3.78,7.33,GRS:1FGL_J1816.7+4509[aaa+10g]&OPT:[kbv+,2014,HE[ksr+12],*,1.17E+09,
1776,J1816-5643,*,272.725,-33.328,*,*,337.673,-17.898,-0.79,-0.93,6.23,*,2009,*,*,1.79E+09,
1777,J1817-0743,*,274.587,15.646,*,*,22.211,3.876,0.01,0.08,8.32,*,2006,*,*,*,
1778,J1817-1511,*,274.29,8.18,*,*,15.595,0.391,0.05,1.97,1.43,*,2004,*,*,2.49E+06,
1779,J1817-1742,*,274.104,5.678,*,*,13.337,-0.703,0,0,8.5,GRS:3FGL_J1817.2-1739,2017,NRAD,*,1.15E+05,
1780,J1817-1938,*,274.038,3.736,*,*,11.623,-1.617,-0.48,3.42,-8.14,*,2012,*,*,9.01E+07,
1781,B1814-23,*,273.906,0.198,*,*,8.489,-3.27,-0.45,1.17,0.67,*,1983,*,*,*,
1782,B1813-36,*,273.533,-12.914,*,*,356.801,-9.374,-0.72,-0.24,4.17,*,1978,*,*,3.03E+06,
1783,J1817-3837,*,273.441,-15.245,*,*,354.678,-10.406,-1.1,-0.56,2.54,*,1998,*,*,1.05E+07,
1784,J1818-0151,*,274.95,21.495,*,*,27.482,6.479,2.16,8.78,-8.37,*,2012,*,*,1.46E+06,
1785,J1818-1116,*,274.624,12.091,*,*,19.144,2.068,0.47,4.26,-3.78,*,2004,*,*,2.26E+06,
1786,B1815-14,*,274.51,8.99,-12,*,16.405,0.61,0.06,1.54,3.26,*,1986,*,1,2.27E+06,
1787,J1818-1448,*,274.513,8.556,*,*,16.031,0.39,0.03,1.38,3.69,*,2013,*,*,7.25E+05,
1788,J1818-1519,*,274.442,8.04,*,*,15.55,0.192,0.02,1.44,3.34,*,2002,*,*,3.63E+06,
1789,J1818-1541,*,274.523,7.67,*,*,15.27,-0.063,-0.01,1.26,3.88,*,2002,*,*,9.02E+05,
1790,J1818-1556,*,274.573,7.43,*,*,15.087,-0.227,-0.01,0.9,5.16,*,2009,*,*,2.14E+07,
1791,J1819-0925,*,275.042,13.922,*,*,20.935,2.633,0.64,4.94,-4.41,*,2004,*,*,4.31E+06,
1792,J1819-1008,*,274.972,13.213,*,*,20.287,2.337,0.55,4.69,-4.19,*,2004,*,*,3.62E+06,
1793,J1819-1114,*,274.885,12.111,*,*,19.291,1.857,0.19,1.92,3.03,*,2013,*,*,8.23E+06,
1794,J1819-1131,*,274.998,11.828,*,*,19.101,1.619,0.46,5.36,-6.97,*,2004,*,*,2.89E+07,
1795,J1819+1305,*,276.037,36.422,*,*,41.227,12.828,0.9,2.6,5.53,*,2001,*,*,4.68E+07,
1796,J1819-1318,*,274.874,10.044,*,*,17.497,0.829,0.01,0.24,7.73,*,2006,*,*,4.02E+07,
1797,J1819-1408,*,274.899,9.221,*,*,16.797,0.394,0.06,2.6,-0.1,*,2002,*,*,1.09E+07,
1798,J1819-1458,*,274.777,8.392,*,*,16.02,0.081,0,0.91,5.33,XRS:CXOU_J181939.1-145804[mrg+07],2006,RRAT&HE,2,1.20E+05,
1799,J1819-1510,*,274.849,8.183,*,*,15.876,-0.086,-0.01,1.13,4.53,*,2002,*,*,4.57E+08,
1800,J1819-17,*,274.688,6.277,*,*,14.146,-0.904,-0.03,0.46,6.68,*,2015,*,*,*,
1801,J1819-1717,*,274.734,6.071,*,*,13.991,-1.048,-0.09,1.16,3.85,*,2009,*,*,1.80E+06,
1802,B1818-04,0.35,275.5,18.879,*,*,25.457,4.733,0.24,1.22,5.93,*,1969,*,*,1.50E+06,
1803,J1820-0509,*,275.341,18.184,*,*,24.777,4.516,0.26,1.39,5.49,*,2006,*,*,5.73E+06,
1804,B1817-13,*,275.006,9.58,*,*,17.161,0.483,0.05,1.74,2.86,*,1986,*,*,3.25E+06,
1805,J1820-1529,*,275.029,7.852,*,*,15.678,-0.406,-0.04,1.4,3.5,*,2004,*,*,1.39E+05,
1806,B1817-18,*,274.92,5.05,*,*,13.202,-1.72,-0.42,3.2,-5.16,*,1992,*,*,5.25E+07,
1807,J1821+0155,*,275.982,25.25,*,*,31.244,7.504,0.22,0.88,7.04,*,2013,*,*,1.85E+10,
1808,J1821-0256,*,275.64,20.392,*,*,26.839,5.372,0.3,1.42,5.69,*,2006,*,*,1.76E+08,
1809,J1821-0331,*,275.768,19.81,*,*,26.393,4.978,0.66,3.35,1.75,*,2013,*,*,5.65E+06,
1810,J1821-1419,*,275.29,9.016,*,*,16.815,-0.043,0,1.77,2.63,*,2004,*,*,2.93E+04,
1811,J1821-1432,*,275.304,8.792,*,*,16.628,-0.168,-0.01,1.3,4.15,*,2009,*,*,5.65E+06,
1812,J1821+1715,*,276.677,40.579,*,*,45.259,14.302,1.02,2.85,5.68,*,1996,*,*,2.48E+07,
1813,J1821+4147,*,279.694,65.039,*,*,69.537,22.905,1.73,3.83,7.07,*,2014,*,*,1.16E+07,
1814,J1822+0705,*,276.42,30.404,*,*,35.983,9.685,0.48,1.66,6.21,*,1995,*,*,1.24E+07,
1815,J1822-0848,*,275.835,14.507,*,*,21.828,2.262,0.15,1.42,4.95,*,2004,*,*,9.80E+07,
1816,J1822-0907,*,275.771,14.199,*,*,21.53,2.161,0.61,5.9,-6.45,*,2004,*,*,4.35E+07,
1817,J1822+1120,*,276.633,34.66,*,*,39.87,11.571,1.56,4.89,2.65,*,2005,*,*,1.21E+07,
1818,J1822-1252,*,275.624,10.448,*,*,18.218,0.394,0.04,2,2.42,*,2004,*,*,3.87E+05,
1819,B1820-14,*,275.629,9.327,*,*,17.252,-0.176,-0.01,1.41,3.95,*,1986,*,*,3.75E+06,
1820,J1822-1604,*,275.4,7.261,*,*,15.353,-1.021,0,0,8.5,XRS:SGR_J1822-1606,2011,AXP&NRAD,1,6.26E+06,
1821,J1822-1617,*,275.466,7.039,*,*,15.194,-1.189,-0.31,3.9,-5.85,*,2004,*,*,6.99E+06,
1822,B1819-22,*,275.29,0.392,*,*,9.349,-4.373,-0.25,0.53,5.29,*,1972,*,*,2.19E+07,
1823,J1822-4209,*,274.342,-18.797,*,*,351.883,-12.829,-0.82,-0.51,4.94,*,1996,*,*,1.58E+07,
1824,J1823-0154,*,276.408,21.405,*,*,28.081,5.256,0.48,2.47,3.87,*,1996,*,*,1.06E+07,
1825,B1821+05,*,276.7,29.143,*,*,34.987,8.859,0.31,1.13,6.88,*,1978,*,*,5.26E+07,
1826,B1820-11,*,275.935,12.064,*,*,19.767,0.946,0.09,1.82,3.45,*,1986,*,*,3.22E+06,
1827,J1823-1126,*,275.842,11.887,*,*,19.568,0.935,0.15,3.1,-0.23,*,2004,*,*,8.01E+05,
1828,J1823-1347,*,275.761,9.524,*,*,17.488,-0.189,-0.02,1.76,2.9,*,2002,*,*,1.02E+06,
1829,J1823-1526,*,275.682,7.885,*,*,16.033,-0.948,-0.13,2.25,0.66,*,2004,*,*,5.70E+06,
1830,J1823-1807,*,275.525,5.202,*,*,13.636,-2.164,-0.38,2.39,-1.36,*,2002,*,*,9.31E+07,
1831,B1820-30A,*,275.143,-7.027,*,*,2.788,-7.913,-1.67,0.58,-3.47,GC:NGC6624,1994,HE[faa+11],*,2.55E+07,
1832,B1820-30B,*,275.147,-7.028,*,*,2.79,-7.917,-1.67,0.58,-3.47,GC:NGC6624,1994,*,*,2.01E+08,
1833,J1823-3021C,*,275.146,-7.027,*,*,2.79,-7.915,-1.67,0.58,-3.47,GC:NGC6624,2003,*,*,2.87E+07,
1834,J1823-3021D,*,275.144,-7.028,*,*,2.787,-7.914,-1.67,0.58,-3.47,GC:NGC6624,2012,*,*,*,
1835,J1823-3021E,*,275.143,-7.027,*,*,2.788,-7.913,-1.67,0.58,-3.47,GC:NGC6624,2008,*,*,*,
1836,J1823-3021F,*,275.143,-7.027,*,*,2.788,-7.913,-1.67,0.58,-3.47,GC:NGC6624,2008,*,*,*,
1837,B1820-31,*,275.135,-7.78,*,*,2.12,-8.273,-0.23,0.06,6.93,*,1978,*,*,1.54E+06,
1838,J1824-0127,*,276.703,21.83,*,*,28.588,5.231,0.17,0.89,6.86,*,2006,*,*,1.01E+07,
1839,J1824-0132,*,276.709,21.754,*,*,28.525,5.188,0.28,1.47,5.79,*,2019,*,*,1.26E+08,
1840,J1824+10,*,277.116,33.574,*,*,39.093,10.7,0.54,1.82,6.27,GRS:3FGL_J1824.0+1017[cck+16],2016,HE,*,*,
1841,B1821-11,*,276.138,11.997,*,*,19.809,0.741,0.08,2.04,2.84,*,1986,*,1,1.94E+06,
1842,J1824-1159,*,276.218,11.307,*,*,19.253,0.324,0.03,1.47,4.29,*,2002,*,*,1.07E+06,
1843,J1824-1350,*,276.112,9.468,*,*,17.614,-0.515,-0.04,1.42,4.03,*,2015,*,*,3.65E+07,
1844,J1824-1423,*,276.117,8.922,*,*,17.146,-0.796,-0.06,1.34,4.15,*,2002,*,*,1.45E+07,
1845,J1824-1500,*,275.914,8.306,*,*,16.512,-0.934,-0.1,1.73,2.67,*,2004,*,*,8.62E+06,
1846,B1821-19,*,275.658,3.557,*,*,12.279,-3.106,-0.2,0.79,4.89,*,1978,*,*,5.73E+05,
1847,J1824-2233,*,275.58,0.769,*,*,9.822,-4.435,-0.36,0.78,3.98,*,2006,*,*,6.12E+07,
1848,J1824-2328,*,275.611,-0.151,*,*,9.037,-4.922,-0.68,1.23,0.76,*,2006,*,*,1.37E+07,
1849,B1821-24A,*,275.565,-1.549,*,*,7.797,-5.578,-0.53,0.74,3.08,GC:M28(NGC6626)&XRS:[bsp+03],1987,HE[skk+97&bvs+11],1,2.99E+07,
1850,J1824-2452B,*,275.568,-1.549,*,*,7.798,-5.58,-0.53,0.74,3.08,GC:M28(NGC6626),2008,*,*,*,
1851,J1824-2452C,*,275.568,-1.549,*,*,7.798,-5.58,-0.53,0.74,3.08,GC:M28(NGC6626)&XRS:[bvs+11],2008,*,*,*,
1852,J1824-2452D,*,275.568,-1.549,*,*,7.798,-5.58,-0.53,0.74,3.08,GC:M28(NGC6626)&XRS:[bvs+11],2008,*,*,*,
